suburb_ssc,suburb,suburb_id,Males - Total (no.),Females - Total (no.),Persons - Total (no.),Total population aged 15 years and over (no.),Median Household Weekly Income,Weekly median advertised rent,Non-School Qualifications (no.),Postgraduate Degree (no.),Graduate Diploma/Graduate Certificate (no.),Bachelor Degree (no.),Advanced Diploma/Diploma (no.),Certificate (no.),Labour Force (no.),Employed (no.),Unemployed (no.)
SSC13005,North Ryde,1455,5342,5510,10852,8915,2034,650,723,857,164,2065,798,1237,5457,5177,280
SSC13007,North St Marys,1456,1957,1969,3926,3074,1097,340,476,24,11,140,171,588,1545,1360,185
SSC13009,North Strathfield,1457,2374,2392,4766,4026,1969,720,486,458,69,1028,362,414,2716,2561,155
SSC13010,North Sydney,1458,3766,3945,7711,6893,2272,875,831,1095,203,2396,578,464,4838,4639,199
SSC13011,North Tamworth,1459,2445,2695,5140,4268,1154,0,639,108,75,494,338,866,2281,2162,119
SSC13012,North Tumbulgum,1460,139,121,260,213,1422,0,9,4,0,27,27,58,121,116,5
SSC13013,North Turramurra,1461,1876,2383,4259,3653,1933,0,578,350,103,846,386,380,1576,1517,59
SSC13014,North Wagga Wagga,1462,381,340,721,589,1379,0,95,3,4,43,46,129,384,358,26
SSC13015,North Wahroonga,1463,970,1030,2000,1594,2702,0,85,184,41,500,177,157,1006,963,43
SSC13016,North Willoughby,1464,1952,2225,4177,3242,2202,0,265,314,105,939,329,328,2058,1960,98
SSC13017,North Wollongong,1465,1380,1226,2606,2421,1294,0,254,190,50,420,191,340,1392,1183,209
SSC13020,North Yeoval,1466,40,37,77,60,724,0,3,0,0,4,0,13,33,33,0
SSC13022,Northbridge,1467,3061,3286,6347,4930,3344,1200,358,702,148,1621,463,337,3002,2888,114
SSC13023,Northmead,1468,5300,5914,11214,9095,1639,490,760,778,188,1983,927,1520,5714,5415,299
SSC13024,Northwood,1469,497,482,979,781,4152,0,88,128,28,285,62,31,453,432,21
SSC13028,Nowra,1470,4400,4789,9189,7499,808,380,1309,97,78,426,477,1715,3076,2706,370
SSC13029,Nowra Hill,1471,1467,631,2098,1880,1772,0,849,23,10,90,102,325,734,702,32
SSC13031,Nulkaba,1472,359,333,692,545,1875,0,60,7,4,60,49,162,380,370,10
SSC13042,Nunderi,1473,324,334,658,545,1510,0,53,12,8,80,57,136,318,308,10
SSC13043,Nundle,1474,260,237,497,412,695,0,70,0,3,34,30,75,184,167,17
SSC13049,Nyngan,1475,1070,1090,2160,1713,1078,0,252,14,11,134,89,348,963,911,52
SSC13051,Nyrang Creek,1476,9,11,20,18,1999,0,0,0,0,4,0,3,10,10,0
SSC13053,Oak Flats,1477,3149,3264,6413,5303,1274,470,505,75,63,360,509,1443,3027,2816,211
SSC13054,Oakdale,1478,949,897,1846,1440,1672,410,127,25,14,93,116,443,957,906,51
SSC13056,Oakhampton,1479,94,97,191,172,1062,0,32,10,9,23,9,31,55,52,3
SSC13058,Oakhurst,1480,3465,3495,6960,5405,1880,0,471,163,43,770,471,970,3622,3377,245
SSC13060,Oakville,1481,1008,955,1963,1608,2095,0,110,36,22,141,142,459,1053,1020,33
SSC13063,Oatlands,1482,2738,2917,5655,4580,1922,600,380,369,69,1084,475,607,2767,2628,139
SSC13064,Oatley,1483,5090,5395,10485,8495,2142,620,549,799,243,2082,840,1319,5394,5172,222
SSC13068,Oberon,1484,1621,1629,3250,2658,1188,330,397,33,23,158,165,628,1445,1338,107
SSC13070,Ocean Shores,1485,2446,2691,5137,4244,1096,590,530,141,106,636,478,951,2391,2201,190
SSC13073,Old Bar,1486,2068,2319,4387,3587,917,400,452,75,66,309,309,952,1653,1512,141
SSC13075,Old Erowal Bay,1487,504,538,1042,818,918,0,108,7,10,46,58,246,404,364,40
SSC13077,Old Guildford,1488,1340,1323,2663,1924,1286,0,281,39,10,152,155,296,934,842,92
SSC13078,Old Junee,1489,123,142,265,208,1444,0,16,4,3,31,14,53,134,131,3
SSC13081,Old Toongabbie,1490,1551,1580,3131,2482,1700,0,178,136,35,380,240,522,1620,1543,77
SSC13085,One Mile,1491,224,191,415,345,1292,0,35,10,5,44,23,103,179,167,12
SSC13089,Ootha,1492,47,35,82,60,1437,0,9,0,0,6,7,13,38,38,0
SSC13091,Oran Park,1493,2342,2424,4766,3443,2194,0,375,157,43,446,356,863,2487,2417,70
SSC13092,Orange,1494,18449,19651,38100,29977,1275,370,3447,916,540,3686,2492,6845,17797,16636,1161
SSC13094,Orangeville,1495,643,606,1249,954,2381,0,88,25,20,97,97,259,683,657,26
SSC13095,Orchard Hills,1496,1005,879,1884,1585,2072,0,166,43,18,188,107,345,1046,999,47
SSC13096,Orient Point,1497,321,289,610,532,862,0,91,4,5,28,40,142,191,171,20
SSC13101,Otford,1498,193,178,371,298,2428,0,13,37,7,64,35,59,214,211,3
SSC13103,Ourimbah,1499,1948,2005,3953,3124,1609,420,221,102,47,423,350,760,2124,2011,113
SSC13110,Oxley Park,1500,1493,1615,3108,2450,1332,360,330,69,25,199,159,514,1446,1316,130
SSC13111,Oxley Vale,1501,1740,2007,3747,2861,1208,0,387,48,39,265,193,709,1656,1528,128
SSC13112,Oyster Bay,1502,2685,2803,5488,4175,2594,690,225,284,131,875,501,803,2903,2818,85
SSC13113,Oyster Cove,1503,43,41,84,68,900,0,0,0,0,12,0,16,38,29,9
SSC13115,Paddington,1504,6114,6795,12909,11190,2509,1100,1402,1734,392,3924,858,760,7878,7617,261
SSC13120,Padstow,1505,6552,6758,13310,11027,1539,560,1137,522,145,1721,1013,1823,6528,6089,439
SSC13121,Padstow Heights,1506,1711,1831,3542,2958,1523,0,242,115,45,359,284,662,1703,1632,71
SSC13125,Pagewood,1507,1880,1925,3805,3083,1870,910,332,204,43,556,268,482,1829,1758,71
SSC13131,Pallamallawa,1508,230,213,443,356,1174,0,71,3,3,20,30,71,204,201,3
SSC13132,Palm Beach,1509,811,779,1590,1404,2111,1100,141,108,35,343,185,193,782,739,43
SSC13135,Palmers Channel,1510,60,60,120,97,1187,0,9,0,0,6,7,26,59,59,0
SSC13136,Palmers Island,1511,228,230,458,385,1057,0,51,5,3,29,17,124,215,199,16
SSC13140,Pambula,1512,451,524,975,791,843,0,131,9,13,55,78,205,384,359,25
SSC13141,Pambula Beach,1513,296,357,653,558,1260,0,65,17,25,95,54,97,295,289,6
SSC13144,Panania,1514,6035,6390,12425,9886,1642,600,888,387,113,1380,993,1901,6073,5732,341
SSC13151,Parkes,1515,5522,5882,11404,9014,1142,320,1319,105,96,666,557,2220,4943,4589,354
SSC13153,Parklea,1516,2239,1231,3470,2878,2392,495,1156,169,21,439,231,241,1364,1290,74
SSC13156,Parramatta,1517,13422,12381,25803,21612,1739,490,2990,3597,419,6164,1679,1447,14056,12700,1356
SSC13159,Paterson,1518,435,456,891,700,1581,0,62,11,4,86,82,197,451,430,21
SSC13160,Patonga,1519,109,94,203,196,833,0,18,3,5,29,16,43,67,63,4
SSC13162,Paxton,1520,460,485,945,717,1257,0,81,6,4,27,46,200,389,358,31
SSC13166,Peak Hill,1521,549,558,1107,930,753,0,141,6,3,60,50,194,418,364,54
SSC13168,Peakhurst,1522,5006,5537,10543,8579,1514,600,906,372,112,1232,808,1524,4817,4562,255
SSC13169,Peakhurst Heights,1523,1168,1170,2338,1929,1727,0,149,90,35,289,208,375,1130,1082,48
SSC13171,Pearl Beach,1524,249,292,541,477,1309,0,67,49,20,96,53,76,176,166,10
SSC13172,Peats Ridge,1525,181,192,373,297,1696,0,44,4,0,18,21,68,192,182,10
SSC13176,Pejar,1526,26,26,52,47,1562,0,10,0,0,6,3,8,22,22,0
SSC13177,Pelaw Main,1527,529,485,1014,824,989,0,66,3,4,30,41,257,428,392,36
SSC13178,Pelican,1528,433,446,879,767,1206,0,58,3,4,44,69,226,398,370,28
SSC13181,Pemulwuy,1529,2423,2587,5010,3666,2396,640,310,352,67,954,431,467,2696,2580,116
SSC13182,Pendle Hill,1530,3671,3577,7248,5868,1504,470,756,613,82,1036,457,618,3242,2971,271
SSC13183,Pennant Hills,1531,3571,3708,7279,5968,2222,650,378,795,198,1681,589,621,3878,3662,216
SSC13184,Penrith,1532,6471,6821,13292,11112,1142,395,1464,403,131,1112,893,2313,6295,5758,537
SSC13185,Penrose,1533,113,133,246,207,924,0,25,10,3,41,23,42,107,104,3
SSC13186,Penshurst,1534,6189,6599,12788,10685,1591,620,989,884,179,2262,1024,1438,6783,6343,440
SSC13189,Perthville,1535,299,329,628,494,1513,0,68,19,6,53,44,144,331,315,16
SSC13190,Petersham,1536,4018,4101,8119,6993,1966,720,884,803,241,1864,614,768,4868,4644,224
SSC13191,Pheasants Nest,1537,360,330,690,539,2042,0,61,8,9,36,43,149,358,347,11
SSC13192,Phegans Bay,1538,225,210,435,358,1680,0,28,21,12,61,42,72,238,224,14
SSC13193,Phillip Bay,1539,344,361,705,573,2139,0,62,34,6,72,42,126,351,335,16
SSC13198,Picketts Valley,1540,109,105,214,165,2687,0,5,9,0,32,9,41,104,104,0
SSC13199,Picnic Point,1541,3006,3150,6156,4834,2015,635,415,237,88,735,490,1070,3166,3041,125
SSC13200,Picton,1542,2361,2452,4813,3820,1909,430,363,139,61,450,390,999,2572,2469,103
SSC13204,Pillar Valley,1543,177,139,316,257,779,0,46,10,0,23,13,65,128,107,21
SSC13226,Pitt Town,1544,1520,1515,3035,2288,2316,650,171,50,31,233,276,679,1663,1626,37
SSC13229,Pleasure Point,1545,270,257,527,391,2607,0,18,29,4,61,56,95,300,295,5
SSC13230,Plumpton,1546,4475,4728,9203,7076,1880,420,559,259,61,1196,647,1252,4624,4273,351
SSC13231,Point Clare,1547,1774,1959,3733,3011,1315,425,279,106,53,433,355,676,1737,1629,108
SSC13232,Point Frederick,1548,904,1023,1927,1667,1193,0,241,86,26,297,173,297,916,853,63
SSC13233,Point Piper,1549,701,723,1424,1236,3644,0,166,153,32,386,102,51,691,671,20
SSC13236,Pokolbin,1550,497,458,955,835,2079,0,156,40,19,149,106,130,512,499,13
SSC13238,Polo Flat,1551,16,14,30,21,1187,0,0,0,0,3,0,7,14,14,0
SSC13244,Port Hacking,1552,522,566,1088,864,2908,0,44,42,23,203,110,184,586,572,14
SSC13245,Port Kembla,1553,2551,2464,5015,4179,1016,425,572,85,40,312,318,978,2043,1822,221
SSC13246,Port Macquarie,1554,21196,23633,44829,37388,1069,450,4455,940,619,4097,3609,8758,18568,17345,1223
SSC13250,Portland,1555,1238,1185,2423,2011,1023,0,355,18,19,88,117,498,924,832,92
SSC13252,Possum Creek,1556,140,142,282,252,1273,0,33,11,5,35,19,56,132,122,10
SSC13254,Pottery Estate,1557,67,69,136,103,683,0,22,0,8,7,3,23,51,45,6
SSC13256,Potts Point,1558,5757,3671,9428,9207,1842,0,3068,956,201,2059,687,783,5357,5137,220
SSC13257,Pottsville,1559,3206,3491,6697,5100,1281,583,525,128,98,637,524,1295,2838,2665,173
SSC13258,Prairiewood,1560,1596,1648,3244,2658,1344,445,350,39,20,270,221,435,1319,1209,110
SSC13259,Premer,1561,43,37,80,68,900,0,6,0,0,8,5,6,33,27,6
SSC13260,Prestons,1562,7536,7779,15315,11392,1987,525,1089,441,104,1624,1209,1980,7405,6945,460
SSC13261,Pretty Beach,1563,177,170,347,292,1569,0,24,17,10,60,25,47,150,146,4
SSC13264,Primbee,1564,832,810,1642,1378,1190,415,180,38,16,90,117,356,710,645,65
SSC13266,Prospect,1565,2350,2361,4711,3807,1796,0,392,145,32,511,375,753,2435,2321,114
SSC13267,Pucawan,1566,18,17,35,34,1437,0,0,0,0,4,3,9,14,14,0
SSC13268,Puddledock,1567,21,21,42,39,1708,0,3,3,0,7,7,9,30,30,0
SSC13270,Pullabooka,1568,21,29,50,31,1781,0,0,0,0,3,4,11,27,27,0
SSC13273,Punchbowl,1569,10360,9880,20240,15658,1146,520,2253,594,103,1740,1227,1954,7869,7052,817
SSC13275,Purfleet,1570,64,64,128,97,457,0,3,0,0,0,0,11,9,5,4
SSC13277,Putney,1571,1985,2117,4102,3306,2456,1095,241,267,57,795,358,516,2131,2047,84
SSC13278,Putta Bucca,1572,106,112,218,184,2187,0,27,5,0,23,21,37,113,110,3
SSC13279,Putty,1573,95,66,161,133,850,0,69,3,0,5,7,23,27,27,0
SSC13281,Pymble,1574,5188,5867,11055,8695,3090,1000,528,1460,303,2810,768,493,5636,5348,288
SSC13283,Pyree,1575,50,49,99,89,1125,0,11,0,7,12,8,20,55,55,0
SSC13284,Pyrmont,1576,6479,6332,12811,11626,2280,770,1502,1583,279,3659,1102,889,8207,7799,408
SSC13285,Quaama,1577,135,148,283,247,806,0,20,5,11,21,24,64,121,115,6
SSC13286,Quakers Hill,1578,13391,13686,27077,20830,1993,450,1458,1418,345,3816,2096,3794,14665,13749,916
SSC13289,Quandary,1579,20,22,42,34,1375,0,0,3,4,8,3,3,27,27,0
SSC13290,Quandialla,1580,97,96,193,157,900,0,31,3,0,4,10,33,75,72,3
SSC13291,Queanbeyan,1581,3073,3163,6236,5343,1405,470,670,285,135,765,448,1010,3367,3192,175
SSC13292,Queanbeyan East,1582,2026,1904,3930,3260,1328,0,306,212,67,493,320,651,2296,2170,126
SSC13293,Queanbeyan West,1583,1533,1604,3137,2499,1817,480,244,84,40,271,229,579,1721,1654,67
SSC13294,Queens Park,1584,1472,1600,3072,2408,2829,0,288,320,65,759,205,188,1596,1527,69
SSC13296,Queenscliff,1585,1662,1713,3375,2928,2348,0,293,301,82,922,320,367,2206,2152,54
SSC13300,Quipolly,1586,91,90,181,140,1350,0,19,0,0,17,14,41,95,91,4
SSC13301,Quirindi,1587,1669,1776,3445,2789,1052,270,397,27,19,190,177,632,1465,1355,110
SSC13302,Quorrobolong,1588,244,263,507,439,1899,0,59,12,5,44,42,116,281,267,14
SSC13303,Raby,1589,2888,3057,5945,4707,1796,420,359,110,43,424,438,1191,3257,3080,177
SSC13304,Raglan,1590,616,584,1200,908,1463,0,83,9,11,57,78,309,601,558,43
SSC13305,Rainbow Flat,1591,347,328,675,577,1267,0,43,11,12,53,49,172,306,279,27
SSC13306,Rainbow Reach,1592,44,42,86,76,959,0,13,0,0,4,6,18,43,40,3
SSC13308,Ramornie,1593,108,96,204,174,767,0,29,0,0,7,15,42,72,65,7
SSC13309,Ramsgate,1594,542,573,1115,916,1616,600,91,45,12,137,95,178,562,541,21
SSC13310,Ramsgate Beach,1595,758,901,1659,1409,1247,0,202,58,15,181,150,255,764,734,30
SSC13312,Randwick,1596,14303,15690,29993,25426,2169,950,3087,3175,729,7489,2233,2685,17233,16564,669
SSC13315,Rankin Park,1597,1211,1246,2457,1994,1709,0,141,115,59,365,231,455,1219,1162,57
SSC13316,Rankins Springs,1598,94,80,174,134,1125,0,17,3,0,15,10,21,94,91,3
SSC13318,Rappville,1599,90,73,163,138,725,0,22,0,0,7,3,27,42,34,8
SSC13319,Rathmines,1600,940,961,1901,1591,1287,425,105,41,25,172,168,478,870,820,50
SSC13322,Ravensworth,1601,3,4,7,12,0,0,0,0,0,0,0,0,3,3,0
SSC13325,Raworth,1602,871,918,1789,1322,1833,0,74,44,17,159,161,372,885,832,53
SSC13327,Raymond Terrace,1603,6247,6570,12817,10066,1102,360,1159,94,62,519,661,2643,5421,4886,535
SSC13328,Razorback,1604,560,523,1083,830,2242,0,72,30,11,106,105,190,586,567,19
SSC13334,Red Rock,1605,213,220,433,347,964,0,35,5,8,46,30,90,174,157,17
SSC13339,Redfern,1606,7180,6031,13211,12299,1821,800,1869,1376,341,3637,993,1046,7925,7492,433
SSC13340,Redhead,1607,1703,1809,3512,2866,1281,490,289,109,64,431,266,644,1597,1510,87
SSC13344,Reefton,1608,19,25,44,34,2083,0,0,0,0,3,0,4,18,18,0
SSC13345,Regents Park,1609,2470,2456,4926,3957,1203,478,471,165,31,532,346,507,2139,1940,199
SSC13346,Regentville,1610,415,390,805,648,1804,408,68,20,6,53,64,165,444,428,16
SSC13349,Rennie,1611,25,18,43,40,1375,0,4,0,0,0,3,3,26,26,0
SSC13352,Repton,1612,309,339,648,512,1208,0,32,19,14,97,55,134,295,275,20
SSC13353,Reserve Creek,1613,69,62,131,107,1062,0,8,3,3,7,10,19,70,64,6
SSC13355,Revesby,1614,6858,7314,14172,11549,1516,550,1206,471,132,1670,1024,1966,6731,6294,437
SSC13356,Revesby Heights,1615,793,883,1676,1261,2188,0,89,72,13,209,147,271,889,859,30
SSC13358,Rhodes,1616,5843,6064,11907,10610,1693,0,917,2149,175,3407,848,476,6557,5943,614
SSC13360,Richmond,1617,2604,2874,5478,4749,1146,420,685,151,72,440,405,1010,2598,2408,190
SSC13368,Riverstone,1618,3621,3625,7246,5705,1667,500,649,137,54,593,455,1309,3618,3390,228
SSC13370,Riverview,1619,1877,1476,3353,2555,3692,0,139,327,96,760,196,173,1575,1510,65
SSC13371,Riverwood,1620,5953,6142,12095,10181,1014,520,1345,549,103,1492,832,1243,5180,4686,494
SSC13374,Robertson,1621,920,939,1859,1500,1422,460,187,80,29,200,151,402,852,821,31
SSC13375,Robin Hill,1622,487,432,919,736,2262,0,48,38,26,135,72,198,509,493,16
SSC13379,Rockdale,1623,8051,7485,15536,13459,1635,610,1530,1290,167,3087,1275,1364,8858,8196,662
SSC13391,Rodd Point,1624,637,740,1377,1079,2298,850,59,93,35,279,100,146,734,711,23
SSC13394,Rookwood,1625,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0
SSC13395,Rooty Hill,1626,7241,7461,14702,11757,1766,420,1149,445,93,1989,932,1935,7131,6610,521
SSC13397,Ropes Crossing,1627,2984,3189,6173,4370,2028,0,354,354,47,844,440,756,3078,2921,157
SSC13398,Rose Bay,1628,4674,5377,10051,8238,2272,1400,1002,809,194,2508,844,764,5298,5100,198
SSC13405,Rosebery,1629,5077,5035,10112,8769,1891,0,1037,817,139,1967,755,1047,5518,5232,286
SSC13407,Rosedale,1630,120,105,225,193,1192,0,30,16,5,38,16,38,91,87,4
SSC13408,Rosehill,1631,2025,1785,3810,3156,1573,0,486,435,39,770,291,302,2128,1949,179
SSC13409,Roselands,1632,5717,5859,11576,9059,1355,585,1080,345,72,1241,806,1437,5097,4713,384
SSC13410,Rosemeadow,1633,3772,4085,7857,6034,1470,390,625,100,53,433,463,1360,3691,3402,289
SSC13412,Roseville,1634,4888,5197,10085,7908,2832,1130,614,1246,263,2571,706,520,5042,4813,229
SSC13413,Roseville Chase,1635,809,803,1612,1256,3029,0,74,144,31,418,132,111,816,792,24
SSC13417,Rossglen,1636,21,35,56,47,1075,0,10,0,0,6,3,8,15,12,3
SSC13420,Rossmore,1637,1197,1088,2285,1837,1452,0,268,16,16,117,120,374,1043,988,55
SSC13429,Rouse Hill,1638,4012,3957,7969,5878,2401,600,369,363,92,1059,647,1152,4390,4193,197
SSC13434,Royalla,1639,504,479,983,761,3069,0,82,37,31,106,80,162,535,522,13
SSC13435,Rozelle,1640,4172,4553,8725,7218,2873,775,821,988,250,2237,718,684,5225,5059,166
SSC13439,Rukenvale,1641,14,15,29,32,725,0,6,0,3,3,0,3,14,11,3
SSC13441,Running Stream,1642,63,68,131,118,1025,0,20,3,0,10,12,24,64,60,4
SSC13443,Ruse,1643,2725,2857,5582,4474,1641,0,338,96,39,346,432,1124,2875,2726,149
SSC13444,Rushcutters Bay,1644,1287,1261,2548,2403,1708,0,428,293,83,806,190,191,1633,1565,68
SSC13447,Russell Lea,1645,2380,2621,5001,4021,2148,0,379,310,116,918,399,566,2592,2507,85
SSC13448,Russell Vale,1646,771,775,1546,1203,1452,550,99,35,21,129,115,336,721,692,29
SSC13449,Rutherford,1647,5719,6169,11888,9137,1202,0,1008,81,60,482,582,2558,5283,4767,516
SSC13452,Rydal,1648,108,110,218,175,1062,0,46,0,0,13,11,42,86,83,3
SSC13453,Rydalmere,1649,3284,3355,6639,5343,1553,495,449,368,78,981,536,832,3345,3095,250
SSC13454,Ryde,1650,12901,13599,26500,22058,1714,660,2238,2270,405,5044,2160,2825,13989,13169,820
SSC13456,Ryhope,1651,9,17,26,24,2125,0,0,0,0,0,0,7,17,17,0
SSC13457,Rylstone,1652,453,467,920,781,856,0,110,12,10,64,56,201,361,331,30
SSC13458,Sackville,1653,149,145,294,264,1786,0,66,0,0,22,18,75,151,146,5
SSC13461,Sadleir,1654,1562,1572,3134,2365,861,0,358,31,10,89,133,338,971,812,159
SSC13463,Salamander Bay,1655,2255,2560,4815,4049,1016,0,500,76,47,341,373,1097,1790,1663,127
SSC13467,Salt Ash,1656,565,563,1128,929,1289,0,121,9,0,54,61,299,523,489,34
SSC13470,San Remo,1657,2125,2229,4354,3392,1146,360,338,17,7,147,193,929,1921,1730,191
SSC13471,Sancrox,1658,288,287,575,468,1449,0,52,11,5,58,57,119,287,278,9
SSC13472,Sanctuary Point,1659,3514,3711,7225,5994,857,0,725,42,50,253,441,1571,2440,2202,238
SSC13479,Sandy Beach,1660,1141,1150,2291,1778,1215,0,180,25,28,199,172,478,1048,956,92
SSC13486,Sandy Hollow,1661,84,86,170,126,1199,0,20,0,4,4,3,27,70,70,0
SSC13487,Sandy Point,1662,303,285,588,489,2277,0,44,24,5,78,61,123,342,326,16
SSC13489,Sans Souci,1663,4885,5415,10300,8553,1536,650,1001,382,121,1306,866,1519,4947,4718,229
SSC13491,Sapphire Beach,1664,1009,1067,2076,1687,1544,0,176,64,41,302,201,391,1030,980,50
SSC13492,Saratoga,1665,1907,2031,3938,3115,1638,520,244,99,56,450,349,832,1984,1895,89
SSC13495,Saumarez Ponds,1666,211,224,435,342,1718,0,25,14,7,61,34,92,236,233,3
SSC13498,Sawtell,1667,1779,1901,3680,3063,1107,448,284,130,77,446,325,697,1684,1573,111
SSC13500,Scarborough,1668,158,150,308,239,2058,0,18,28,10,46,27,50,173,167,6
SSC13501,Scheyville,1669,3,9,12,10,0,0,0,0,0,0,0,0,4,4,0
SSC13502,Schofields,1670,2509,2473,4982,3758,2051,0,309,238,68,641,335,787,2676,2539,137
SSC13503,Scone,1671,2744,2880,5624,4453,1318,340,605,73,52,437,321,1065,2654,2538,116
SSC13505,Scotland Island,1672,298,282,580,456,1800,0,38,50,13,116,56,75,308,297,11
SSC13508,Scotts Head,1673,462,436,898,751,969,0,66,14,19,107,78,190,346,313,33
SSC13509,Seaforth,1674,3442,3699,7141,5328,3384,1200,371,531,163,1591,619,605,3586,3457,129
SSC13510,Seaham,1675,509,497,1006,789,1940,0,37,23,8,91,83,257,553,518,35
SSC13511,Seahampton,1676,139,159,298,227,1458,0,12,0,0,24,19,73,161,150,11
SSC13515,Seelands,1677,216,203,419,351,1228,0,51,9,4,18,30,100,196,184,12
SSC13516,Sefton,1678,2915,2891,5806,4535,1276,470,576,130,42,511,362,669,2373,2148,225
SSC13518,Seven Hills,1679,9750,9582,19332,15603,1551,410,1607,892,196,2325,1379,2665,9480,8802,678
SSC13523,Shalvey,1680,1663,1805,3468,2577,1167,0,369,16,12,82,126,464,1249,1124,125
SSC13524,Shanes Park,1681,210,198,408,338,1708,0,56,3,0,20,12,74,211,195,16
SSC13525,Shannon Brook,1682,89,90,179,144,1100,0,24,0,0,5,5,33,81,78,3
SSC13528,Shannons Flat,1683,51,32,83,69,1125,0,10,6,0,7,14,21,36,36,0
SSC13532,Shell Cove,1684,2788,2833,5621,4165,2155,0,260,165,81,569,483,1044,2894,2724,170
SSC13533,Shellharbour,1685,1773,1786,3559,2962,1395,505,307,56,42,306,262,754,1705,1620,85
SSC13534,Shellharbour City Centre,1686,83,160,243,230,762,0,44,5,3,12,16,46,52,52,0
SSC13535,Shelly Beach,1687,654,662,1316,1083,1504,0,112,22,25,112,116,287,584,560,24
SSC13539,Shoal Bay,1688,934,936,1870,1632,908,0,467,27,14,119,121,343,572,509,63
SSC13540,Shoalhaven Heads,1689,1510,1549,3059,2639,842,0,318,58,44,240,236,704,1128,1088,40
SSC13542,Shortland,1690,1987,1921,3908,3265,1038,380,254,107,25,320,215,790,1784,1628,156
SSC13544,Silverdale,1691,1906,1777,3683,2850,2220,515,237,54,23,247,229,864,2047,1968,79
SSC13547,Silverwater,1692,2758,1406,4164,3675,1536,0,2055,142,28,358,184,243,1200,1104,96
SSC13549,Singleton,1693,2480,2520,5000,4096,1250,400,420,68,36,314,254,1090,2364,2151,213
SSC13550,Singleton Heights,1694,2345,2348,4693,3606,1597,0,374,42,34,220,246,1095,2260,2114,146
SSC13554,Skennars Head,1695,596,566,1162,967,1364,590,86,31,18,148,104,209,558,533,25
SSC13555,Skillion Flat,1696,41,37,78,65,941,0,11,0,0,3,0,21,30,30,0
SSC13558,Smeaton Grange,1697,10,8,18,15,2374,0,0,0,0,0,4,4,17,12,5
SSC13559,Smithfield,1698,5932,6040,11972,9593,1173,450,1519,149,39,738,704,1610,4569,4147,422
SSC13563,Smiths Lake,1699,619,612,1231,978,982,0,90,19,9,86,97,295,458,412,46
SSC13569,Sofala,1700,76,55,131,114,575,0,23,0,0,7,3,24,38,35,3
SSC13570,Soldiers Point,1701,698,725,1423,1226,1112,0,148,43,15,129,112,337,608,569,39
SSC13571,Somersby,1702,567,496,1063,894,1659,0,114,29,7,102,95,214,535,510,25
SSC13573,South Albury,1703,732,643,1375,1178,878,0,155,40,26,141,95,259,736,666,70
SSC13577,South Bathurst,1704,738,850,1588,1292,1099,0,152,41,18,133,90,301,681,630,51
SSC13578,South Bowenfels,1705,554,610,1164,928,1358,0,99,13,17,97,77,251,509,496,13
SSC13579,South Coogee,1706,2579,2919,5498,4396,1517,0,502,419,123,973,402,499,2464,2318,146
SSC13580,South Durras,1707,173,171,344,292,1148,0,55,10,13,32,25,74,147,135,12
SSC13581,South Golden Beach,1708,347,464,811,633,1130,0,92,30,23,108,84,147,385,356,29
SSC13582,South Grafton,1709,2952,3115,6067,4874,801,0,677,38,33,238,267,1153,2113,1799,314
SSC13583,South Granville,1710,2776,2717,5493,4113,957,433,795,123,20,359,304,494,1722,1517,205
SSC13584,South Gundagai,1711,421,390,811,649,1073,0,95,3,0,33,30,156,377,355,22
SSC13585,South Gundurimba,1712,167,149,316,264,1288,0,27,3,3,26,19,67,177,174,3
SSC13587,South Hurstville,1713,2464,2674,5138,4217,1581,600,436,312,61,723,420,560,2484,2330,154
SSC13588,South Kempsey,1714,1122,1185,2307,1798,889,0,364,18,14,90,91,399,724,625,99
SSC13589,South Lismore,1715,989,888,1877,1529,912,0,172,11,15,115,79,373,838,748,90
SSC13591,South Maitland,1716,246,224,470,402,931,0,100,5,4,22,16,77,179,151,28
SSC13592,South Maroota,1717,285,272,557,433,2052,0,68,12,9,37,51,121,275,267,8
SSC13593,South Murwillumbah,1718,584,534,1118,927,1042,0,126,15,7,60,68,240,440,407,33
SSC13594,South Nowra,1719,926,1005,1931,1467,1330,0,206,24,25,98,123,429,837,790,47
SSC13595,South Pambula,1720,238,241,479,391,1120,0,50,4,4,30,26,100,231,223,8
SSC13596,South Penrith,1721,5779,6013,11792,9304,1573,420,796,234,104,852,787,2305,5839,5518,321
SSC13597,South Tamworth,1722,3195,3373,6568,5326,889,0,890,34,25,250,314,1244,2707,2452,255
SSC13598,South Turramurra,1723,1521,1560,3081,2352,2564,0,169,280,83,655,255,275,1526,1464,62
SSC13599,South Wentworthville,1724,3110,3093,6203,4874,1469,0,549,289,55,726,446,794,2912,2695,217
SSC13600,South West Rocks,1725,2245,2360,4605,3971,853,400,505,34,39,268,257,1034,1493,1375,118
SSC13601,South Windsor,1726,2854,3040,5894,4684,1283,0,526,66,44,285,308,1200,2849,2667,182
SSC13605,Speers Point,1727,1626,1689,3315,2784,1369,0,241,97,51,373,307,671,1629,1523,106
SSC13607,Spencer,1728,166,137,303,277,812,0,93,3,3,14,22,57,105,100,5
SSC13612,Spring Farm,1729,2141,2167,4308,3145,2145,0,207,119,36,408,397,861,2469,2405,64
